R1	R2	R3	P1	P2	P3	P4	P5	A	B	C	D	E	Distr	Type	T_min	T_max	Formula	Number	n3	n4	comment	enthalpy
NH2	CN+		CN	NH2+				1.0	9.94e-10	4.6	2.0	0.0	logn	5	10.0	800.0	4	5041	1	1		-252.4144208804312
C	CO+		CO	C+				1.1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5042	1	1		-267.3214412824397
H	CO+		CO	H+				4e-10	0.0	0.0	1.5	0.0	logn	5	10.0	300.0	3	5043	1	1		-34.1135966886233
O	CO+		CO	O+				1.4e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5044	1	1		-51.358294205690044
S	CO+		CO	S+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5045	1	1		-366.95350804314194
C2	CO+		CO	C2+				8.4e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5046	1	1		-218.04416054323096
NO	CO+		CO	NO+				1.0	8e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5047	1	1		-457.3589842396833
NO	CO+		CO	NO+				1.0	8e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5047	2	1		-457.3589842396833
O2	CO+		CO	O2+				1.2e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5048	1	1		-181.1198424918925
CO2	CO+		CO	CO2+				1.1e-09	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5049	1	1		-32.88249964480251
HCN	CO+		CO	HCN+				3.4e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5050	1	1		-45.55476516514858
HCO	CO+		CO	HCO+				1.0	9.9e-10	3.58	2.0	0.0	logn	5	10.0	800.0	4	5051	1	1		-561.8491662994163
C	CS+		CS	C+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5052	1	1		-10.809730427507578
Fe	CS+		CS	Fe+				1.7e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5053	1	1		
Mg	CS+		CS	Mg+				2.7e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5054	1	1		-363.7812999365623
Na	CS+		CS	Na+				2.3e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5055	1	1		-611.9905516645329
Si	CS+		CS	Si+				1.5e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5056	1	1		-306.8528416500521
H	H2+		H2	H+				6.4e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5057	1	1		-171.7474313844754
HCN	H2+		H2	HCN+				1.0	2.71e-09	6.61	2.0	0.0	logn	5	10.0	800.0	4	5058	1	1		-183.18859986102805
NH2	H2+		H2	NH2+				1.0	2.34e-09	4.6	2.0	0.0	logn	5	10.0	800.0	4	5059	1	1		-414.72763977073066
NH3	H2+		H2	NH3+				1.0	2.53e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5060	1	1		-509.8778201598688
Fe	HS+		HS	Fe+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5061	1	1		
Mg	HS+		HS	Mg+				2.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5062	1	1		-263.5636468622487
Na	HS+		HS	Na+				2.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5063	1	1		-511.77289858992077
S	HS+		HS	S+				9.7e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5064	1	1		-10.224144113746924
Si	HS+		HS	Si+				1.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5065	1	1		-206.63518857543997
NO	HS+		HS	NO+				1.0	7.69e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5066	1	1		-100.62962031066141
NO	HS+		HS	NO+				1.0	7.69e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5066	2	1		-100.62962031066141
C	N2+		N2	C+				1.1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5067	1	1		-416.8198381307419
Fe	N2+		N2	Fe+				4.3e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5068	1	1		
H	N2+		N2	H+				1.2e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5069	1	1		-183.6119935368509
Mg	N2+		N2	Mg+				7e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5070	1	1		-769.7914076397966
N	N2+		N2	N+				1e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5071	1	1		-99.38483128325606
Na	N2+		N2	Na+				1.9e-09	0.0	0.0	1.5	0.0	logn	5	10.0	300.0	3	5072	1	1		-1018.000659367618
C+	C-		C	C				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5073	1	1		-961.5567345175458
C+	H-		C	H				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5074	1	1		-1008.8633922063871
C+	S-		C	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5075	1	1		-890.9434130443657
Fe+	C-		C	Fe				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5076	1	1		
Fe+	H-		Fe	H				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5077	1	1		
Fe+	S-		Fe	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5078	1	1		
H+	C-		C	H				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5079	1	1		-1194.7645791113434
H+	H-		H	H				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5080	1	1		-1242.0712368002098
H+	S-		H	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5081	1	1		-1124.1512576382568
He+	C-		C	He				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5082	1	1		-2249.8373146930794
He+	H-		H	He				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5083	1	1		-2297.143972381938
He+	S-		He	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5084	1	1		-2179.2239932200296
Mg+	C-		C	Mg				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5085	1	1		-608.5851650085657
Mg+	H-		H	Mg				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5086	1	1		-655.8918226973697
Mg+	S-		Mg	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5087	1	1		-537.9718435354602
N+	C-		C	N				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5088	1	1		-1278.9917413648825
N+	H-		H	N				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5089	1	1		-1326.2983990537796
N+	S-		N	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5090	1	1		-1208.3784198918515
Na+	C-		C	Na				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5091	1	1		-360.3759132805205
Na+	H-		H	Na				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5092	1	1		-407.6825709693244
Na+	S-		Na	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5093	1	1		-289.76259180748957
O+	C-		C	O				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5094	1	1		-1177.519881594258
O+	H-		H	O				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5095	1	1		-1224.8265392831368
O+	S-		O	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5096	1	1		-1106.9065601211153
S+	C-		C	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5097	1	1		-861.9246677569182
S+	H-		H	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5098	1	1		-909.2313254457222
S+	S-		S	S				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5099	1	1		-791.3113462836634
Si+	C-		C	Si				7.51e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5100	1	1		-665.513623295076
Si+	H-		H	Si				7.51e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5101	1	1		-712.8202809838798
Si+	S-		S	Si				7.51e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5102	1	1		-594.9003018219704
H2+	H-		H	H2				2.3e-07	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5103	1	1		-1413.8186681846857
H	He+		He	H+				1.9e-15	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5104	1	1		-1055.0727355817287
P	He+		He	P+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5105	1	1		-1356.4801585417795
Si	He+		He	Si+				3.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5106	1	1		-1584.3236913980593
NO	S2+		S2	NO+				1.0	6.74e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5107	1	1		-15.284927024568233
NO	S2+		S2	NO+				1.0	6.74e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5107	2	1		-15.284927024568233
Fe	SiO+		SiO	Fe+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5108	1	1		
Mg	SiO+		SiO	Mg+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5109	1	1		-384.40612679755986
NO	SiO+		SiO	NO+				1.0	7.22e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5110	1	1		-221.47210024582338
NO	SiO+		SiO	NO+				1.0	7.22e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5110	2	1		-221.47210024582338
HCO	SiO+		SiO	HCO+				1.0	8.92e-10	3.58	2.0	0.0	logn	5	10.0	800.0	4	5111	1	1		-325.962282305631
Fe	SO+		SO	Fe+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5112	1	1		
Mg	SO+		SO	Mg+				1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5113	1	1		-269.102507104066
Na	SO+		SO	Na+				2.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5114	1	1		-517.311758832335
NH3	SO+		SO	NH3+				1.0	9.53e-10	3.65	2.0	0.0	logn	5	10.0	800.0	4	5115	1	1		-21.053481776840677
S	C2H+		CCH	S+				1.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5116	1	1		-131.0076028046037
NO	C2H+		CCH	NO+				1.0	8.26e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5117	1	1		-221.4130790012197
NO	C2H+		CCH	NO+				1.0	8.26e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5117	2	1		-221.4130790012197
NO	CH2+		CH2	NO+				1.0	9.86e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5118	1	1		-106.9511421620479
NO	CH2+		CH2	NO+				1.0	9.86e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5118	2	1		-106.9511421620479
NO	CO2+		CO2	NO+				1.0	7.22e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5119	1	1		-424.47648459480615
NO	CO2+		CO2	NO+				1.0	7.22e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5119	2	1		-424.47648459480615
O2	CO2+		CO2	O2+				5e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5120	1	1		-148.23734284723923
H2S	CO2+		CO2	H2S+				1.0	1.01e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5121	1	1		-314.0277823412639
H2S	CO2+		CO2	H2S+				1.0	1.01e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5121	2	1		-314.0277823412639
NH3	CO2+		CO2	NH3+				1.0	9.65e-10	3.65	2.0	0.0	logn	5	10.0	800.0	4	5122	1	1		-339.36148581916814
Fe	H2O+		H2O	Fe+				1.5e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5123	1	1		
Mg	H2O+		H2O	Mg+				2.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5124	1	1		-479.6644279105095
Na	H2O+		H2O	Na+				2.7e-09	0.0	0.0	1.5	0.0	logn	5	10.0	300.0	3	5125	1	1		-727.8736796384801
Fe	C4H+		C4H	Fe+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5126	1	1		
Mg	C4H+		C4H	Mg+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5127	1	1		-241.88880370607754
Na	C4H+		C4H	Na+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5128	1	1		-490.09805543419736
O	HCN+		HCN	O+				6.5e-11	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5129	1	1		-5.803529040541461
NO	HCN+		HCN	NO+				1.0	8.08e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5130	1	1		-411.8042190745347
NO	HCN+		HCN	NO+				1.0	8.08e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5130	2	1		-411.8042190745347
O2	HCN+		HCN	O2+				3.2e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5131	1	1		-135.56507732681854
Fe	HCO+		HCO	Fe+				1.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5132	1	1		
Mg	HCO+		HCO	Mg+				2.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5133	1	1		-58.44384449207813
Na	HCO+		HCO	Na+				2.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5134	1	1		-306.6530962200487
Si	H2O+		H2O	Si+				3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5135	1	1		-422.7359696238501
NO	H2O+		H2O	NO+				1.0	9.1e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5136	1	1		-316.7304013586238
NO	H2O+		H2O	NO+				1.0	9.1e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5136	2	1		-316.7304013586238
O2	H2O+		H2O	O2+				4.3e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5137	1	1		-40.49125961105686
Fe	H2S+		H2S	Fe+				1.8e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5138	1	1		
Mg	H2S+		H2S	Mg+				2.8e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5139	1	1		-273.38272880527876
Na	H2S+		H2S	Na+				2.5e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5140	1	1		-521.5919805332494
S	H2S+		H2S	S+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5141	1	1		-20.043226056777016
Si	H2S+		H2S	Si+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5142	1	1		-216.45427051876857
NO	H2S+		H2S	NO+				1.0	7.64e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5143	1	1		-110.4487022536915
NO	H2S+		H2S	NO+				1.0	7.64e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5143	2	1		-110.4487022536915
HCO	H2S+		H2S	HCO+				1.0	9.42e-10	3.58	2.0	0.0	logn	5	10.0	800.0	4	5144	1	1		-214.93888431320065
O2	CH4+		CH4	O2+				4e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5145	1	1		-45.12280999575673
CH2CHCN	C+		C	C3H3N+				4.8e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5146	1	1		-34.176797729592735
CH3OCH3	C+		C	CH3OCH3+				1.6e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5147	1	1		-125.77451356706317
CH3COCH3	C+		C	C2H6CO+				3.44e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5148	1	1		-150.0559795768326
O2	Cl+		Cl	O2+				4.6e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5149	1	1		-67.61497924043702
Na	Fe+		Fe	Na+				1e-11	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5150	1	1		
Fe	H+		H	Fe+				7.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5151	1	1		
Mg	H+		H	Mg+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5152	1	1		-586.1794141027965
Na	H+		H	Na+				1.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5153	1	1		-834.3886658308417
O	H+		H	O+				7e-10	0.0	232.0	1.5	0.0	logn	5	10.0	300.0	3	5154	1	1		-17.24469751706674
P	H+		H	P+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5155	1	1		-301.40742296000644
S	H+		H	S+				1.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5156	1	1		-332.839911354444
Si	H+		H	Si+				9.9e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5157	1	1		-529.2509558162863
C2	H+		H	C2+				2.48e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5158	1	2		-183.93056385457035
CH	H+		H	CH+				1.0	3.54e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5159	1	1		-292.6537007351891
CP	H+		H	CP+				1.0	5.51e-09	1.38	2.0	0.0	logn	5	10.0	144.0	4	5160	1	1		-267.1655443317052
CP	H+		H	CP+				1.0	5.51e-09	1.38	2.0	0.0	logn	5	144.0	800.0	5	5160	2	1		-267.1655443317052
CS	H+		H	CS+				1.0	4.89e-09	3.28	2.0	0.0	logn	5	10.0	800.0	4	5161	1	1		-222.39811416638344
HCl	H+		H	HCl+				1.0	3.78e-09	2.34	2.0	0.0	logn	5	10.0	413.0	4	5162	1	1		-93.76771800768732
HCl	H+		H	HCl+				1.0	3.78e-09	2.34	2.0	0.0	logn	5	413.0	800.0	5	5162	2	1		-93.76771800768732
NH	H+		H	NH+				1.0	2.91e-09	4.4	2.0	0.0	logn	5	10.0	800.0	4	5163	1	1		-18.26027512598177
NO	H+		H	NO+				1.0	3.1e-09	0.411	2.0	0.0	logn	5	10.0	13.0	4	5164	1	1		-423.24538755106
NO	H+		H	NO+				1.0	3.1e-09	0.411	2.0	0.0	logn	5	13.0	800.0	5	5164	2	1		-423.24538755106
NS	H+		H	NS+				1.0	4.6e-09	3.27	2.0	0.0	logn	5	10.0	800.0	4	5165	1	1		-462.2968149759834
O2	H+		H	O2+				1.2e-09	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5166	1	1		-147.00624580334383
OH	H+		H	OH+				1.0	2.5e-09	5.5	2.0	0.0	logn	5	10.0	800.0	4	5167	1	1		-70.95112357978621
PH	H+		H	PH+				1.0	4.8e-09	0.727	2.0	0.0	logn	5	10.0	40.0	4	5168	1	1		-334.4652797630317
PH	H+		H	PH+				1.0	4.8e-09	0.727	2.0	0.0	logn	5	40.0	800.0	5	5168	2	1		-334.4652797630317
PN	H+		H	PN+				1.0	4.85e-09	4.64	2.0	0.0	logn	5	10.0	800.0	4	5169	1	1		-173.2087640543261
PO	H+		H	PO+				1.0	4.74e-09	3.4	2.0	0.0	logn	5	10.0	800.0	4	5170	1	1		-505.4333106719076
S2	H+		H	S2+				3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5171	1	1		-407.960460526641
SiC	H+		H	SiC+				1.0	6.2e-09	2.1	2.0	0.0	logn	5	10.0	330.0	4	5172	1	1		-461.6310143802659
SiC	H+		H	SiC+				1.0	6.2e-09	2.1	2.0	0.0	logn	5	330.0	800.0	5	5172	2	1		-461.6310143802659
SiN	H+		H	SiN+				1.0	4.85e-09	4.41	2.0	0.0	logn	5	10.0	800.0	4	5173	1	1		-322.87280371031466
SiO	H+		H	SiO+				1.0	4.99e-09	5.1	2.0	0.0	logn	5	10.0	800.0	4	5174	1	1		-201.7732873052366
SiS	H+		H	SiS+				1.0	6.44e-09	2.14	2.0	0.0	logn	5	10.0	344.0	4	5175	1	1		-307.29888787856953
SiS	H+		H	SiS+				1.0	6.44e-09	2.14	2.0	0.0	logn	5	344.0	800.0	5	5175	2	1		-307.29888787856953
SO	H+		H	SO+				1.0	4.38e-09	2.93	2.0	0.0	logn	5	10.0	644.0	4	5176	1	1		-317.0769069985813
SO	H+		H	SO+				1.0	4.38e-09	2.93	2.0	0.0	logn	5	644.0	800.0	5	5176	2	1		-317.0769069985813
CCN	H+		H	C2N+				1.0	4.9e-09	0.62	2.0	0.0	logn	5	10.0	29.0	4	5177	1	1		-277.2249120528475
CCN	H+		H	C2N+				1.0	4.9e-09	0.62	2.0	0.0	logn	5	29.0	800.0	5	5177	2	1		-277.2249120528475
CCS	H+		H	C2S+				1.0	6.2e-09	4.12	2.0	0.0	logn	5	10.0	800.0	4	5178	1	1		-336.798141710903
C3	H+		H	C3+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5179	1	1		-192.39313648573125
CCP	H+		H	CCP+				9.23e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5180	1	1		-437.21543782030267
H2O	H+		H	H2O+				1.0	2.85e-09	5.41	2.0	0.0	logn	5	10.0	800.0	4	5181	1	1		-106.51498619236158
H2S	H+		H	H2S+				1.0	4.51e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5182	1	1		-312.79668529751774
H2S	H+		H	H2S+				1.0	4.51e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5182	2	1		-312.79668529751774
HCP	H+		H	HCP+				1.0	5.44e-09	0.641	2.0	0.0	logn	5	10.0	31.0	4	5183	1	1		-282.8384940304577
HCP	H+		H	HCP+				1.0	5.44e-09	0.641	2.0	0.0	logn	5	31.0	800.0	5	5183	2	1		-282.8384940304577
NO	HNC+		HNC	NO+				1.0	8.08e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5184	1	1		-264.996547727803
NO	HNC+		HNC	NO+				1.0	8.08e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5184	2	1		-264.996547727803
NH3	HNC+		HNC	NH3+				1.0	1.05e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5185	1	1		-179.88154895216496
NO	HNO+		HNO	NO+				1.0	7.81e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5186	1	1		-87.71759411198806
NO	HNO+		HNO	NO+				1.0	7.81e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5186	2	1		-87.71759411198806
Na	Mg+		Mg	Na+				1e-11	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5187	1	1		-248.2092517279706
Fe	N+		N	Fe+				1.5e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5188	1	1		
Mg	N+		N	Mg+				1.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5189	1	1		-670.4065763563913
C2	N+		N	C2+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5190	1	1		-268.1577261082025
CN	N+		N	CN+				1.0	1.32e-09	2.84	2.0	0.0	logn	5	10.0	607.0	4	5191	1	1		-74.79294975944747
CN	N+		N	CN+				1.0	1.32e-09	2.84	2.0	0.0	logn	5	607.0	800.0	5	5191	2	1		-74.79294975944747
CO	N+		N	CO+				0.891	1.07e-09	0.251	2.0	0.0	logn	5	10.0	800.0	5	5192	1	1		-50.11356556497152
CCH	N+		N	C2H+				1.0	1.64e-09	1.34	2.0	0.0	logn	5	10.0	134.0	4	5193	1	1		-286.0594708033605
CCH	N+		N	C2H+				1.0	1.64e-09	1.34	2.0	0.0	logn	5	134.0	800.0	5	5193	2	1		-286.0594708033605
CH2	N+		N	CH2+				1.0	1.29e-09	1.41	2.0	0.0	logn	5	10.0	150.0	4	5194	1	1		-400.5214076426069
CH2	N+		N	CH2+				1.0	1.29e-09	1.41	2.0	0.0	logn	5	150.0	800.0	5	5194	2	1		-400.5214076426069
H2O	N+		N	H2O+				1.0	9.89e-10	5.41	2.0	0.0	logn	5	10.0	800.0	4	5195	1	1		-190.74214844595642
HCN	N+		N	HCN+				1.0	1.22e-09	6.61	2.0	0.0	logn	5	10.0	800.0	4	5196	1	1		-95.6683307301201
NH2	N+		N	NH2+				1.0	1.14e-09	4.6	2.0	0.0	logn	5	10.0	800.0	4	5197	1	1		-327.2073706398041
Fe	O+		O	Fe+				2.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5198	1	1		
H	O+		O	H+				7e-10	0.0	0.0	1.5	0.0	logn	5	10.0	300.0	3	5199	1	1		17.24469751706674
NO	O+		O	NO+				1.7e-12	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5200	1	1		-406.00069003399324
O2	O+		O	O2+				3e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5201	1	1		-129.76154828627708
CH2	O+		O	CH2+				1.0	1.25e-09	1.41	2.0	0.0	logn	5	10.0	150.0	4	5202	1	1		-299.0495478719454
CH2	O+		O	CH2+				1.0	1.25e-09	1.41	2.0	0.0	logn	5	150.0	800.0	5	5202	2	1		-299.0495478719454
H2O	O+		O	H2O+				1.0	9.54e-10	5.41	2.0	0.0	logn	5	10.0	800.0	4	5203	1	1		-89.27028867529484
NH2	O+		O	NH2+				1.0	1.11e-09	4.6	2.0	0.0	logn	5	10.0	800.0	4	5204	1	1		-225.73551086921714
NO2	O+		O	NO2+				1.0	1.14e-09	0.651	2.0	0.0	logn	5	10.0	32.0	4	5205	1	1		-375.17729143096204
NO2	O+		O	NO2+				1.0	1.14e-09	0.651	2.0	0.0	logn	5	32.0	800.0	5	5205	2	1		-375.17729143096204
NH3	O+		O	NH3+				1.0	1.18e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5206	1	1		-320.8856912582806
Si	P+		P	Si+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5207	1	1		-227.8435328564291
Fe	S+		S	Fe+				1.8e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5208	1	1		
Mg	S+		S	Mg+				2.8e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5209	1	1		-253.33950274850173
Na	S+		S	Na+				2.6e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5210	1	1		-501.5487544764723
Si	S+		S	Si+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5211	1	1		-196.41104446199154
NO	H2CO+		H2CO	NO+				1.0	7.87e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5212	1	1		-153.68084492166315
NO	H2CO+		H2CO	NO+				1.0	7.87e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5212	2	1		-153.68084492166315
Fe	NH3+		NH3	Fe+				2.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5213	1	1		
Mg	NH3+		NH3	Mg+				3.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5214	1	1		-248.04902532744916
Na	NH3+		NH3	Na+				3.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5215	1	1		-496.2582770554944
Si	NH3+		NH3	Si+				1.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5216	1	1		-191.12056704086433
NO	NH3+		NH3	NO+				1.0	9.23e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5217	1	1		-85.11499877571265
